DISP|lean_name|module|stmt|proof|note|status
214I|DaggerCat|Theses/B/Eff/Dagger.lean|ok|none|Definition dagger-effectus (eff.tex parsec 2140 point 10). All four clauses of "involutive identity-on-objects functor C to Cop" are present: dag_comp is (g after f)dag = f dag after g dag (Lean diagrammatic order checked against the thesis's after-notation), dag_id, dag_dag, and clause 4 (Xdag = X) is built into the type of dag. Cf. 214II (Hilb), formalized 2026-08-27 as `HilbObj` with its `Category` and `DaggerCat` instances (Dagger.lean:53/97/113); this sentence previously read "is not formalized, as the file header admits", and the header has been corrected too.
214I.1|DaggerCat.SelfAdjoint|Theses/B/Eff/Dagger.lean|ok|none|Definition: an endomap is dagger-self-adjoint when f dag = f. Verbatim.
214I.2|DaggerCat.IsPositive|Theses/B/Eff/Dagger.lean|ok|none|Definition: f is dagger-positive when f = g dag after g for some map g. Lean's f = g >> dag g is exactly (dag g) after g with g : X to Y existentially bound over Y, matching "for some other map g".
214I.3|DaggerCat.Unitary|Theses/B/Eff/Dagger.lean|ok|none|Definition: an isomorphism alpha is dagger-unitary when alpha inv = alpha dag. Verbatim, on Mathlib's Iso.
214II|HilbObj, hilb_comp, hilb_id|Theses/B/Eff/Dagger.lean|ok|none|214II (eff.tex:5274, Example): "The category Hilb of Hilbert spaces with bounded linear maps is a dagger-category with the familiar adjoint as dagger." NEW declarations added by this pass, immediately after end DaggerCat: HilbObj (Dagger.lean:87), its Category instance (Dagger.lean:97) and its DaggerCat instance (Dagger.lean:113). Mathlib has no category of Hilbert spaces, so objects are bundled - a carrier Type u with NormedAddCommGroup, InnerProductSpace C and CompleteSpace as instance fields - and the homs are X ->L[C] Y, which is the Example's "bounded linear maps". The dagger is ContinuousLinearMap.adjoint and the three DaggerCat laws are Mathlib's adjoint_comp, adjoint_id and adjoint_adjoint; the fourth clause of 214I, that dagger is identity on objects, is built into the type of DaggerCat.dag. Axiom-clean: propext, Classical.choice, Quot.sound. NOTE for the row's owner: the 214I row in this file still closes "Cf. 214II (Hilb) is not formalized, as the file header admits" - that sentence is now stale, and the file header has been corrected in the same edit. Example, no proof. 2026-08-27 unrowed pass: hilb_comp (Dagger.lean:102) and hilb_id (105) added to lean_name. Both are rfl simp lemmas that PIN the category structure the Example names -- f ≫ g = g.comp f and 𝟙 X = ContinuousLinearMap.id -- and they are the only named declarations that do, because the Category HilbObj instance itself (97) is ANONYMOUS. That anonymity is worth recording: the unrowed check attributed this row's doc comment to hilb_comp, since an `instance : Category HilbObj` line matches no declaration name and so does not close the pending doc block. Same shape as the 198II PredSquare.category phantom -- a structure the audit can only name through its lemmas. No change to the verdict; the Example prints no argument.
215I|DaggerEffectus|Theses/B/Eff/Dagger.lean|ok|none|Definition (eff.tex 2150.10). Field by field: clause 1 is daggerCat (a DaggerCat on PureCat C) plus dag_asrt (asrt_p dag = asrt_p) plus dag_diamond_adjoint (f is diamond-adjoint to f dag, i.e. diaPull f = diaPush (dag f), the 206II.1 relation in the right order); clause 2 is sqrt_existsUnique (unique dagger-positive square root of a dagger-positive map); clause 3 is diamond_pos_dagger_pos. Bundled as data rather than a Prop-class, so theorems take (d : DaggerEffectus C) explicitly - faithful, since the dagger is structure. 215II (the vN/EJA examples) is not formalized here.
215III|DaggerPrimeEffectus|Theses/B/Eff/Dagger.lean|ok|none|Definition of a dagger-prime-effectus, i.e. 215V's name for the three axioms of Theorem 215III. All three match: (1) unique square root q with q & q = p for every predicate; (2) asrt_{p&q} squared = asrt_p asrt_q asrt_q asrt_p; (3) a quotient for a sharp predicate is a sharp map - Lean's quot_sharp quantifies over all quotients for sharp predicates, which is the point's "e.g. zeta_s" reading. 215VII's remarks (the fundamental formula of quadratic Jordan algebras, Selinger's unique-square-root axiom) are not rendered.
215III|dagger_theorem|Theses/B/Eff/Dagger.lean|ok|faithful|Theorem dagger-theorem: an andthen-effectus is a dagger-effectus iff it satisfies the three axioms. Stated as Nonempty (DaggerEffectus C) iff DaggerPrimeEffectus C, which is the right reading since a dagger-effectus is data. Proof is the thesis's: necessity 216XI, sufficiency 220II. Note the "with dagger as in 217II" clause is lost here too, inherited from dagger_thm_sufficiency.
216I|diamond_is_dagger_positive|Theses/B/Eff/Dagger.lean|ok|faithful|Lemma diamond-is-dagger-positive. Both directions stated as an iff for a pure endomap (purity is forced: DiamondPositive carries IsPure, and dagger-positivity lives in Pure C). Proof is the thesis's: axiom 2 gives the dagger-positive square root g = h dag after h, whose diamond-self-adjointness is the displayed four-step computation using that h is diamond-adjoint to h dag; the converse is axiom 3.
216III|dagger_eff_square_root|Theses/B/Eff/Dagger.lean|ok|faithful|Lemma dagger-eff-square-root: every predicate has a unique square root. Proof is the thesis's, step for step - asrt_p is diamond-positive hence dagger-positive (ax. 3), take its dagger-positive square root f (ax. 2), f is diamond-positive by 216I so f = asrt_{1 after f}, q = 1 after f works, and uniqueness comes from andthen_square_rule plus ax. 2.
